prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
HEIDRUN,2003,7,0.80569,0.18403,0.00000,0.98972,0.38396,43771
HEIDRUN,2003,8,0.69969,0.17505,0.00000,0.87474,0.34077,43771
HEIDRUN,2003,9,0.69544,0.17648,0.00000,0.87191,0.35218,43771
HEIDRUN,2003,10,0.59079,0.16064,0.00000,0.75143,0.30234,43771
HEIDRUN,2003,11,0.54355,0.13519,0.00000,0.67874,0.23680,43771
HEIDRUN,2003,12,0.68014,0.19157,0.00000,0.87171,0.28715,43771
HEIDRUN,2004,1,0.72077,0.19134,0.00000,0.91211,0.27661,43771
HEIDRUN,2004,2,0.68940,0.17945,0.00000,0.86885,0.26590,43771
HEIDRUN,2004,3,0.74596,0.18645,0.00000,0.93241,0.30091,43771
HEIDRUN,2004,4,0.73842,0.18044,0.00000,0.91886,0.30038,43771
HEIDRUN,2004,5,0.72225,0.17279,0.00000,0.89503,0.32981,43771
HEIDRUN,2004,6,0.71445,0.17717,0.00000,0.89162,0.34510,43771
HEIDRUN,2004,7,0.72755,0.18774,0.00000,0.91529,0.31552,43771
HEIDRUN,2004,8,0.71457,0.17687,0.00000,0.89144,0.28850,43771
HEIDRUN,2004,9,0.72108,0.18147,0.00000,0.90255,0.29984,43771
HEIDRUN,2004,10,0.66798,0.17114,0.00000,0.83912,0.28664,43771
HEIDRUN,2004,11,0.68247,0.16025,0.00000,0.84272,0.32191,43771
HEIDRUN,2004,12,0.73798,0.17855,0.00000,0.91653,0.35456,43771
HEIDRUN,2005,1,0.75492,0.18047,0.00000,0.93539,0.36139,43771
HEIDRUN,2005,2,0.66430,0.16490,0.00000,0.82920,0.34478,43771
HEIDRUN,2005,3,0.69875,0.16892,0.00000,0.86767,0.39970,43771
HEIDRUN,2005,4,0.73649,0.16427,0.00000,0.90076,0.38152,43771
HEIDRUN,2005,5,0.70810,0.16364,0.00000,0.87174,0.39755,43771
HEIDRUN,2005,6,0.41433,0.07376,0.00000,0.48808,0.20001,43771
HEIDRUN,2005,7,0.84869,0.17805,0.00000,1.02675,0.47261,43771
HEIDRUN,2005,8,0.80755,0.17901,0.00000,0.98656,0.48269,43771
HEIDRUN,2005,9,0.71897,0.17469,0.00000,0.89365,0.41139,43771
HEIDRUN,2005,10,0.68178,0.18823,0.00000,0.87001,0.39546,43771
HEIDRUN,2005,11,0.65987,0.17214,0.00000,0.83201,0.44952,43771
HEIDRUN,2005,12,0.44484,0.08505,0.00000,0.52989,0.31290,43771
HEIDRUN,2006,1,0.70770,0.16803,0.00000,0.87573,0.47066,43771
HEIDRUN,2006,2,0.53834,0.13970,0.00000,0.67804,0.34945,43771
HEIDRUN,2006,3,0.71956,0.18453,0.00000,0.90409,0.42900,43771
HEIDRUN,2006,4,0.71150,0.17716,0.00000,0.88865,0.42348,43771
HEIDRUN,2006,5,0.70626,0.17753,0.00000,0.88378,0.43439,43771
HEIDRUN,2006,6,0.65454,0.16963,0.00000,0.82417,0.38066,43771
HEIDRUN,2006,7,0.69488,0.18238,0.00000,0.87725,0.37673,43771
HEIDRUN,2006,8,0.71889,0.17512,0.00000,0.89401,0.36644,43771
HEIDRUN,2006,9,0.66111,0.16223,0.00000,0.82334,0.34081,43771
HEIDRUN,2006,10,0.64215,0.15257,0.00000,0.79472,0.33765,43771
HEIDRUN,2006,11,0.63593,0.17210,0.00000,0.80803,0.32694,43771
HEIDRUN,2006,12,0.60965,0.17446,0.00000,0.78410,0.42277,43771
HEIDRUN,2007,1,0.55920,0.17285,0.00000,0.73205,0.39763,43771
HEIDRUN,2007,2,0.52913,0.16018,0.00000,0.68931,0.32720,43771
HEIDRUN,2007,3,0.58075,0.17954,0.00000,0.76029,0.36424,43771
HEIDRUN,2007,4,0.57455,0.17144,0.00000,0.74599,0.37310,43771
HEIDRUN,2007,5,0.42537,0.11537,0.00000,0.54074,0.24498,43771
HEIDRUN,2007,6,0.46470,0.12893,0.00000,0.59362,0.24332,43771
HEIDRUN,2007,7,0.44970,0.12425,0.00000,0.57395,0.29053,43771
HEIDRUN,2007,8,0.52107,0.14168,0.00000,0.66275,0.30047,43771
HEIDRUN,2007,9,0.56357,0.16886,0.00000,0.73243,0.38070,43771
HEIDRUN,2007,10,0.54843,0.17684,0.00000,0.72526,0.39213,43771
HEIDRUN,2007,11,0.48525,0.17254,0.00000,0.65779,0.38617,43771
HEIDRUN,2007,12,0.50128,0.17119,0.00000,0.67247,0.40753,43771
HEIDRUN,2008,1,0.48266,0.16499,0.00000,0.64765,0.36218,43771
HEIDRUN,2008,2,0.44794,0.16371,0.00000,0.61165,0.28231,43771
HEIDRUN,2008,3,0.46796,0.17494,0.00000,0.64290,0.32124,43771
HEIDRUN,2008,4,0.44761,0.17166,0.00000,0.61927,0.33488,43771
HEIDRUN,2008,5,0.44924,0.16307,0.00000,0.61231,0.32097,43771
HEIDRUN,2008,6,0.44980,0.16856,0.00000,0.61836,0.34600,43771
HEIDRUN,2008,7,0.45064,0.17884,0.00000,0.62948,0.43567,43771
HEIDRUN,2008,8,0.46445,0.18084,0.00000,0.64529,0.36434,43771
HEIDRUN,2008,9,0.46063,0.17097,0.00000,0.63160,0.35218,43771
HEIDRUN,2008,10,0.44666,0.16238,0.00000,0.60903,0.38710,43771
HEIDRUN,2008,11,0.43173,0.17230,0.00000,0.60404,0.42340,43771
HEIDRUN,2008,12,0.46088,0.18012,0.00000,0.64099,0.45997,43771
HEIDRUN,2009,1,0.45304,0.17536,0.00000,0.62840,0.48107,43771
HEIDRUN,2009,2,0.40338,0.15653,0.00000,0.55991,0.43630,43771
HEIDRUN,2009,3,0.44464,0.17047,0.00000,0.61511,0.50650,43771
HEIDRUN,2009,4,0.41156,0.17289,0.00000,0.58445,0.45035,43771
HEIDRUN,2009,5,0.39919,0.17395,0.00000,0.57315,0.41992,43771
HEIDRUN,2009,6,0.37940,0.17074,0.00000,0.55014,0.37958,43771
HEIDRUN,2009,7,0.38826,0.17490,0.00000,0.56316,0.37706,43771
HEIDRUN,2009,8,0.37423,0.16913,0.00000,0.54336,0.37211,43771
HEIDRUN,2009,9,0.27244,0.11614,0.00000,0.38859,0.26143,43771
HEIDRUN,2009,10,0.37867,0.17787,0.00000,0.55654,0.32198,43771
HEIDRUN,2009,11,0.33915,0.16939,0.00000,0.50854,0.32795,43771
HEIDRUN,2009,12,0.31738,0.17812,0.00000,0.49550,0.28688,43771
HEIDRUN,2010,1,0.28911,0.16190,0.00000,0.45102,0.34115,43771
HEIDRUN,2010,2,0.26881,0.14594,0.00000,0.41475,0.30961,43771
HEIDRUN,2010,3,0.30956,0.16892,0.00000,0.47848,0.38513,43771
HEIDRUN,2010,4,0.31006,0.16363,0.00000,0.47368,0.40377,43771
HEIDRUN,2010,5,0.26808,0.14350,0.00000,0.41158,0.35492,43771
HEIDRUN,2010,6,0.01972,0.00838,0.00000,0.02810,0.01211,43771
HEIDRUN,2010,7,0.21696,0.11241,0.00000,0.32937,0.31860,43771
HEIDRUN,2010,8,0.31346,0.17208,0.00000,0.48554,0.41531,43771
HEIDRUN,2010,9,0.30088,0.15458,0.00000,0.45546,0.34664,43771
HEIDRUN,2010,10,0.30023,0.18225,0.00000,0.48248,0.42192,43771
HEIDRUN,2010,11,0.30428,0.18174,0.00000,0.48603,0.34854,43771
HEIDRUN,2010,12,0.30881,0.19540,0.00000,0.50421,0.38215,43771
HEIDRUN,2011,1,0.28606,0.17507,0.00000,0.46113,0.39484,43771
HEIDRUN,2011,2,0.25474,0.16610,0.00000,0.42084,0.38034,43771
HEIDRUN,2011,3,0.28216,0.17943,0.00000,0.46158,0.42134,43771
HEIDRUN,2011,4,0.28989,0.17491,0.00000,0.46480,0.42018,43771
HEIDRUN,2011,5,0.31716,0.17281,0.00000,0.48997,0.38720,43771
HEIDRUN,2011,6,0.31778,0.16067,0.00000,0.47845,0.36641,43771
HEIDRUN,2011,7,0.35909,0.17632,0.00000,0.53541,0.38174,43771
HEIDRUN,2011,8,0.34480,0.17953,0.00000,0.52433,0.39775,43771
HEIDRUN,2011,9,0.31742,0.17036,0.00000,0.48778,0.36395,43771
HEIDRUN,2011,10,0.33679,0.18373,0.00000,0.52052,0.40720,43771
HEIDRUN,2011,11,0.29195,0.16580,0.00000,0.45775,0.36588,43771
HEIDRUN,2011,12,0.30699,0.17744,0.00000,0.48443,0.42748,43771
HEIDRUN,2012,1,0.30859,0.19413,0.00000,0.50272,0.43617,43771
HEIDRUN,2012,2,0.27502,0.17612,0.00000,0.45114,0.40815,43771
HEIDRUN,2012,3,0.24775,0.16046,0.00000,0.40822,0.42036,43771
HEIDRUN,2012,4,0.14941,0.08733,0.00000,0.23674,0.21551,43771
HEIDRUN,2012,5,0.27078,0.15435,0.00000,0.42513,0.42637,43771
HEIDRUN,2012,6,0.23515,0.14117,0.00000,0.37632,0.35887,43771
HEIDRUN,2012,7,0.19897,0.12239,0.00000,0.32136,0.29227,43771
HEIDRUN,2012,8,0.26560,0.15812,0.00000,0.42372,0.39964,43771
HEIDRUN,2012,9,0.31004,0.17576,0.00000,0.48581,0.45541,43771
HEIDRUN,2012,10,0.31208,0.18327,0.00000,0.49535,0.42755,43771
HEIDRUN,2012,11,0.30672,0.18065,0.00000,0.48738,0.45645,43771
HEIDRUN,2012,12,0.30066,0.18688,0.00000,0.48754,0.45716,43771
HEIDRUN,2013,1,0.33724,0.18188,0.00000,0.51912,0.49560,43771
HEIDRUN,2013,2,0.29737,0.16491,0.00000,0.46228,0.42994,43771
HEIDRUN,2013,3,0.29024,0.16965,0.00000,0.45990,0.41554,43771
HEIDRUN,2013,4,0.29271,0.17219,0.00000,0.46490,0.35932,43771
HEIDRUN,2013,5,0.28754,0.18019,0.00000,0.46774,0.36808,43771
HEIDRUN,2013,6,0.26842,0.15300,0.00000,0.42142,0.39367,43771
HEIDRUN,2013,7,0.29218,0.17995,0.00000,0.47214,0.43245,43771
HEIDRUN,2013,8,0.30256,0.17374,0.00000,0.47629,0.47113,43771
HEIDRUN,2013,9,0.26639,0.16769,0.00000,0.43408,0.42959,43771
HEIDRUN,2013,10,0.27679,0.18438,0.00000,0.46117,0.45917,43771
HEIDRUN,2013,11,0.26965,0.17699,0.00000,0.44664,0.39136,43771
HEIDRUN,2013,12,0.28117,0.18111,0.00000,0.46228,0.40520,43771
HEIDRUN,2014,1,0.26085,0.17157,0.00000,0.43243,0.43658,43771
HEIDRUN,2014,2,0.24880,0.16000,0.00000,0.40880,0.39548,43771
HEIDRUN,2014,3,0.25077,0.17371,0.00000,0.42447,0.44637,43771
HEIDRUN,2014,4,0.21733,0.14648,0.00000,0.36382,0.37835,43771
HEIDRUN,2014,5,0.09537,0.06154,0.00000,0.15691,0.20883,43771
HEIDRUN,2014,6,0.25453,0.17692,0.00000,0.43145,0.41996,43771
HEIDRUN,2014,7,0.24879,0.18282,0.00000,0.43161,0.43224,43771
HEIDRUN,2014,8,0.26677,0.17858,0.00000,0.44535,0.42583,43771
HEIDRUN,2014,9,0.27702,0.17833,0.00000,0.45535,0.41301,43771
HEIDRUN,2014,10,0.27859,0.18377,0.00000,0.46236,0.42697,43771
HEIDRUN,2014,11,0.27199,0.17577,0.00000,0.44776,0.42513,43771
HEIDRUN,2014,12,0.27720,0.18107,0.00000,0.45827,0.42720,43771
HEIDRUN,2015,1,0.27171,0.17986,0.00000,0.45157,0.38712,43771
HEIDRUN,2015,2,0.25022,0.16555,0.00000,0.41577,0.39106,43771
HEIDRUN,2015,3,0.24898,0.18543,0.00000,0.43441,0.42848,43771
HEIDRUN,2015,4,0.25321,0.17743,0.00000,0.43063,0.41927,43771
HEIDRUN,2015,5,0.26037,0.18729,0.00000,0.44765,0.37513,43771
HEIDRUN,2015,6,0.26037,0.17844,0.00000,0.43882,0.42484,43771
HEIDRUN,2015,7,0.26684,0.17660,0.00000,0.44345,0.42909,43771
HEIDRUN,2015,8,0.25143,0.17224,0.00000,0.42367,0.42454,43771
HEIDRUN,2015,9,0.24038,0.17240,0.00000,0.41277,0.36772,43771
HEIDRUN,2015,10,0.25403,0.18432,0.00000,0.43834,0.45378,43771
HEIDRUN,2015,11,0.24748,0.17100,0.00000,0.41848,0.42970,43771
HEIDRUN,2015,12,0.28330,0.18264,0.00000,0.46594,0.44041,43771
HEIDRUN,2016,1,0.28254,0.17769,0.00000,0.46022,0.41143,43771
HEIDRUN,2016,2,0.26523,0.17639,0.00000,0.44163,0.39566,43771
HEIDRUN,2016,3,0.27546,0.18665,0.00000,0.46210,0.40864,43771
HEIDRUN,2016,4,0.27809,0.17572,0.00000,0.45381,0.39131,43771
HEIDRUN,2016,5,0.28362,0.17290,0.00000,0.45652,0.40608,43771
HEIDRUN,2016,6,0.28125,0.15467,0.00000,0.43592,0.37635,43771
HEIDRUN,2016,7,0.28743,0.17283,0.00000,0.46027,0.42939,43771
HEIDRUN,2016,8,0.30457,0.17518,0.00000,0.47975,0.42705,43771
HEIDRUN,2016,9,0.28532,0.17150,0.00000,0.45682,0.38042,43771
HEIDRUN,2016,10,0.28726,0.16875,0.00000,0.45601,0.41192,43771
HEIDRUN,2016,11,0.28126,0.17579,0.00000,0.45705,0.42266,43771
HEIDRUN,2016,12,0.28740,0.18659,0.00000,0.47399,0.42492,43771
HEIDRUN,2017,1,0.27762,0.17988,0.00000,0.45750,0.38083,43771
HEIDRUN,2017,2,0.27365,0.17016,0.00000,0.44382,0.35519,43771
HEIDRUN,2017,3,0.28349,0.18838,0.00000,0.47187,0.39353,43771
HEIDRUN,2017,4,0.26347,0.18229,0.00000,0.44576,0.38062,43771
HEIDRUN,2017,5,0.26555,0.19067,0.00000,0.45622,0.38612,43771
HEIDRUN,2017,6,0.25364,0.17977,0.00000,0.43341,0.37858,43771
HEIDRUN,2017,7,0.26041,0.18139,0.00000,0.44180,0.37786,43771
HEIDRUN,2017,8,0.25270,0.18320,0.00000,0.43590,0.39270,43771
HEIDRUN,2017,9,0.23101,0.17011,0.00000,0.40112,0.36789,43771
HEIDRUN,2017,10,0.24935,0.18158,0.00000,0.43092,0.39431,43771
HEIDRUN,2017,11,0.24467,0.17402,0.00000,0.41868,0.39818,43771
HEIDRUN,2017,12,0.24643,0.17740,0.00000,0.42383,0.38564,43771
HEIDRUN,2018,1,0.24470,0.18245,0.00000,0.42716,0.38889,43771
HEIDRUN,2018,2,0.21663,0.16318,0.00000,0.37981,0.36754,43771
HEIDRUN,2018,3,0.24568,0.17906,0.00000,0.42474,0.39668,43771
HEIMDAL,1985,12,0.00000,0.00826,0.00106,0.00931,0.00000,43590
HEIMDAL,1986,1,0.00000,0.01726,0.00271,0.01997,0.00000,43590
HEIMDAL,1986,2,0.00000,0.02307,0.00327,0.02633,0.00000,43590
HEIMDAL,1986,3,0.00000,0.07943,0.01173,0.09115,0.00000,43590
HEIMDAL,1986,4,0.00000,0.03491,0.00567,0.04058,0.00000,43590
HEIMDAL,1986,5,0.00000,0.25364,0.04025,0.29389,0.00000,43590
HEIMDAL,1986,6,0.00000,0.17523,0.02776,0.20299,0.00000,43590
HEIMDAL,1986,7,0.00000,0.28715,0.04559,0.33274,0.00000,43590
HEIMDAL,1986,8,0.00000,0.24756,0.03929,0.28685,0.00000,43590
HEIMDAL,1986,9,0.00000,0.23493,0.03705,0.27198,0.00000,43590
HEIMDAL,1986,10,0.00000,0.30976,0.04843,0.35818,0.00000,43590
HEIMDAL,1986,11,0.00000,0.27357,0.04291,0.31649,0.00000,43590
HEIMDAL,1986,12,0.00000,0.30035,0.04695,0.34730,0.00000,43590
HEIMDAL,1987,1,0.00000,0.33054,0.05212,0.38266,0.00000,43590
HEIMDAL,1987,2,0.00000,0.30110,0.04756,0.34866,0.00000,43590
HEIMDAL,1987,3,0.00000,0.33444,0.05262,0.38706,0.00000,43590
HEIMDAL,1987,4,0.00000,0.32762,0.05168,0.37931,0.00000,43590
HEIMDAL,1987,5,0.00000,0.33458,0.05299,0.38757,0.00000,43590
HEIMDAL,1987,6,0.00000,0.32028,0.05027,0.37055,0.00000,43590
HEIMDAL,1987,7,0.00000,0.32856,0.05155,0.38011,0.00000,43590
HEIMDAL,1987,8,0.00000,0.13159,0.02072,0.15231,0.00000,43590
HEIMDAL,1987,9,0.00000,0.31490,0.04971,0.36462,0.00000,43590
HEIMDAL,1987,10,0.00000,0.31981,0.05094,0.37075,0.00000,43590
HEIMDAL,1987,11,0.00000,0.33601,0.05394,0.38995,0.00000,43590
HEIMDAL,1987,12,0.00000,0.33195,0.05345,0.38539,0.00000,43590
HEIMDAL,1988,1,0.00000,0.33577,0.05384,0.38961,0.00000,43590
HEIMDAL,1988,2,0.00000,0.28474,0.04588,0.33062,0.00000,43590
HEIMDAL,1988,3,0.00000,0.30177,0.04850,0.35027,0.00000,43590
HEIMDAL,1988,4,0.00000,0.30963,0.04975,0.35939,0.00000,43590
HEIMDAL,1988,5,0.00000,0.29493,0.04759,0.34252,0.00000,43590
HEIMDAL,1988,6,0.00000,0.30732,0.04878,0.35610,0.00000,43590
HEIMDAL,1988,7,0.00000,0.33741,0.05431,0.39171,0.00000,43590
HEIMDAL,1988,8,0.00000,0.31989,0.05172,0.37161,0.00000,43590
HEIMDAL,1988,9,0.00000,0.29879,0.04826,0.34705,0.00000,43590
HEIMDAL,1988,10,0.00000,0.32471,0.05224,0.37694,0.00000,43590
HEIMDAL,1988,11,0.00000,0.32224,0.05171,0.37395,0.00000,43590
HEIMDAL,1988,12,0.00000,0.33622,0.05400,0.39022,0.00000,43590
HEIMDAL,1989,1,0.00000,0.34057,0.05459,0.39516,0.00000,43590
HEIMDAL,1989,2,0.00000,0.31698,0.05072,0.36770,0.00000,43590
HEIMDAL,1989,3,0.00000,0.30658,0.04922,0.35580,0.00000,43590
HEIMDAL,1989,4,0.00000,0.26343,0.04235,0.30578,0.00000,43590
HEIMDAL,1989,5,0.00000,0.26959,0.04327,0.31286,0.00000,43590
HEIMDAL,1989,6,0.00000,0.25276,0.03900,0.29175,0.00000,43590
HEIMDAL,1989,7,0.00000,0.24886,0.03899,0.28785,0.00000,43590
HEIMDAL,1989,8,0.00000,0.25695,0.04152,0.29846,0.00000,43590
HEIMDAL,1989,9,0.00000,0.30907,0.04973,0.35881,0.00000,43590
HEIMDAL,1989,10,0.00000,0.29731,0.04790,0.34521,0.00000,43590
HEIMDAL,1989,11,0.00000,0.30108,0.04855,0.34963,0.00000,43590
HEIMDAL,1989,12,0.00000,0.32996,0.05304,0.38300,0.00000,43590
HEIMDAL,1990,1,0.00000,0.32598,0.05235,0.37834,0.00000,43590
HEIMDAL,1990,2,0.00000,0.29699,0.04762,0.34461,0.00000,43590
HEIMDAL,1990,3,0.00000,0.28781,0.04607,0.33388,0.00000,43590
HEIMDAL,1990,4,0.00000,0.27381,0.04375,0.31756,0.00000,43590
HEIMDAL,1990,5,0.00000,0.24101,0.03862,0.27963,0.00000,43590
HEIMDAL,1990,6,0.00000,0.19970,0.03211,0.23181,0.00000,43590
HEIMDAL,1990,7,0.00000,0.21649,0.03479,0.25128,0.00000,43590
HEIMDAL,1990,8,0.00000,0.28106,0.04522,0.32627,0.00000,43590
HEIMDAL,1990,9,0.00000,0.29677,0.04785,0.34462,0.00000,43590
HEIMDAL,1990,10,0.00000,0.30273,0.04887,0.35160,0.00000,43590
HEIMDAL,1990,11,0.00000,0.29585,0.04779,0.34364,0.00000,43590
HEIMDAL,1990,12,0.00000,0.28900,0.04994,0.33894,0.00000,43590
HEIMDAL,1991,1,0.00000,0.21596,0.03399,0.24995,0.00000,43590
HEIMDAL,1991,2,0.00000,0.28509,0.04581,0.33090,0.00000,43590
HEIMDAL,1991,3,0.00000,0.35548,0.05705,0.41253,0.00000,43590
HEIMDAL,1991,4,0.00000,0.29592,0.04741,0.34332,0.00000,43590
HEIMDAL,1991,5,0.00000,0.33847,0.05475,0.39321,0.00000,43590
HEIMDAL,1991,6,0.00000,0.27441,0.04436,0.31877,0.00000,43590
HEIMDAL,1991,7,0.00000,0.29214,0.04718,0.33932,0.00000,43590
HEIMDAL,1991,8,0.00000,0.06981,0.01138,0.08119,0.00000,43590
HEIMDAL,1991,9,0.00000,0.25048,0.04061,0.29109,0.00000,43590
HEIMDAL,1991,10,0.00000,0.30563,0.04959,0.35521,0.00000,43590
HEIMDAL,1991,11,0.00000,0.29399,0.04761,0.34159,0.00000,43590
HEIMDAL,1991,12,0.00000,0.29879,0.04845,0.34724,0.00000,43590
HEIMDAL,1992,1,0.00000,0.30970,0.05025,0.35995,0.00000,43590
HEIMDAL,1992,2,0.00000,0.28681,0.04658,0.33339,0.00000,43590
HEIMDAL,1992,3,0.00000,0.29459,0.04779,0.34238,0.00000,43590
HEIMDAL,1992,4,0.00000,0.24647,0.03981,0.28628,0.00000,43590
HEIMDAL,1992,5,0.00000,0.26497,0.04325,0.30822,0.00000,43590
HEIMDAL,1992,6,0.00000,0.25007,0.04062,0.29069,0.00000,43590
HEIMDAL,1992,7,0.00000,0.24236,0.03922,0.28158,0.00000,43590
HEIMDAL,1992,8,0.00000,0.28462,0.04619,0.33081,0.00000,43590
HEIMDAL,1992,9,0.00000,0.25005,0.04073,0.29078,0.00000,43590
HEIMDAL,1992,10,0.00000,0.27900,0.04506,0.32406,0.00000,43590
HEIMDAL,1992,11,0.00000,0.25353,0.04083,0.29436,0.00000,43590
HEIMDAL,1992,12,0.00000,0.28840,0.04661,0.33501,0.00000,43590
HEIMDAL,1993,1,0.00000,0.30745,0.04962,0.35707,0.00000,43590
HEIMDAL,1993,2,0.00000,0.25714,0.04149,0.29863,0.00000,43590
HEIMDAL,1993,3,0.00000,0.19905,0.03161,0.23066,0.00000,43590
HEIMDAL,1993,4,0.00000,0.25222,0.04074,0.29296,0.00000,43590
HEIMDAL,1993,5,0.00000,0.30835,0.04984,0.35819,0.00000,43590
HEIMDAL,1993,6,0.00000,0.30954,0.04998,0.35952,0.00000,43590
HEIMDAL,1993,7,0.00000,0.22923,0.03682,0.26605,0.00000,43590
HEIMDAL,1993,8,0.00000,0.17255,0.02785,0.20041,0.00000,43590
HEIMDAL,1993,9,0.00000,0.35173,0.05641,0.40814,0.00000,43590
HEIMDAL,1993,10,0.00000,0.35034,0.05596,0.40629,0.00000,43590
HEIMDAL,1993,11,0.00000,0.36809,0.05896,0.42706,0.00000,43590
HEIMDAL,1993,12,0.00000,0.34754,0.05592,0.40347,0.00000,43590
HEIMDAL,1994,1,0.00000,0.35661,0.05720,0.41381,0.00000,43590
HEIMDAL,1994,2,0.00000,0.32946,0.05289,0.38234,0.00000,43590
HEIMDAL,1994,3,0.00000,0.31820,0.05116,0.36937,0.00000,43590
HEIMDAL,1994,4,0.00000,0.28299,0.04577,0.32875,0.00000,43590
HEIMDAL,1994,5,0.00000,0.20508,0.03304,0.23811,0.00000,43590
HEIMDAL,1994,6,0.00000,0.20429,0.03303,0.23732,0.00000,43590
HEIMDAL,1994,7,0.00000,0.20624,0.03331,0.23954,0.00000,43590
HEIMDAL,1994,8,0.00000,0.10381,0.01684,0.12065,0.00000,43590
HEIMDAL,1994,9,0.00000,0.20387,0.03312,0.23699,0.00000,43590
HEIMDAL,1994,10,0.00000,0.24405,0.03953,0.28358,0.00000,43590
HEIMDAL,1994,11,0.00000,0.28025,0.04519,0.32544,0.00000,43590
HEIMDAL,1994,12,0.00000,0.31536,0.05064,0.36599,0.00000,43590
HEIMDAL,1995,1,0.00000,0.38271,0.06108,0.44378,0.00000,43590
HEIMDAL,1995,2,0.00000,0.31405,0.05012,0.36417,0.00000,43590
HEIMDAL,1995,3,0.00000,0.28865,0.04619,0.33485,0.00000,43590
HEIMDAL,1995,4,0.00000,0.24990,0.03976,0.28965,0.00000,43590
HEIMDAL,1995,5,0.00000,0.23937,0.03834,0.27771,0.00000,43590
HEIMDAL,1995,6,0.00000,0.18368,0.02936,0.21304,0.00000,43590
HEIMDAL,1995,7,0.00000,0.17826,0.02867,0.20694,0.00000,43590
HEIMDAL,1995,8,0.00000,0.24335,0.03923,0.28258,0.00000,43590
HEIMDAL,1995,9,0.00000,0.22345,0.03587,0.25932,0.00000,43590
HEIMDAL,1995,10,0.00000,0.20075,0.03220,0.23295,0.00000,43590
HEIMDAL,1995,11,0.00000,0.34772,0.05564,0.40336,0.00000,43590
HEIMDAL,1995,12,0.00000,0.40614,0.06431,0.47046,0.00000,43590
HEIMDAL,1996,1,0.00000,0.43116,0.06808,0.49924,0.00000,43590
HEIMDAL,1996,2,0.00000,0.40415,0.06360,0.46775,0.00000,43590
HEIMDAL,1996,3,0.00000,0.44002,0.06895,0.50897,0.00000,43590
HEIMDAL,1996,4,0.00000,0.41990,0.06572,0.48562,0.00000,43590
HEIMDAL,1996,5,0.00000,0.33761,0.05289,0.39050,0.00000,43590
HEIMDAL,1996,6,0.00000,0.34053,0.05334,0.39387,0.00000,43590
HEIMDAL,1996,7,0.00000,0.41132,0.06434,0.47565,0.00000,43590
HEIMDAL,1996,8,0.00000,0.40207,0.06261,0.46468,0.00000,43590
HEIMDAL,1996,9,0.00000,0.39000,0.06076,0.45076,0.00000,43590
HEIMDAL,1996,10,0.00000,0.38239,0.05965,0.44204,0.00000,43590
HEIMDAL,1996,11,0.00000,0.35055,0.05460,0.40515,0.00000,43590
HEIMDAL,1996,12,0.00000,0.36293,0.05634,0.41927,0.00000,43590
HEIMDAL,1997,1,0.00000,0.34793,0.05421,0.40214,0.00000,43590
HEIMDAL,1997,2,0.00000,0.31515,0.04938,0.36453,0.00000,43590
HEIMDAL,1997,3,0.00000,0.34367,0.05363,0.39729,0.00000,43590
HEIMDAL,1997,4,0.00000,0.16993,0.02659,0.19651,0.00000,43590
HEIMDAL,1997,5,0.00000,0.16421,0.02563,0.18984,0.00000,43590
HEIMDAL,1997,6,0.00000,0.20840,0.03285,0.24125,0.00000,43590
HEIMDAL,1997,7,0.00000,0.25678,0.04040,0.29719,0.00000,43590
HEIMDAL,1997,8,0.00000,0.25144,0.03958,0.29102,0.00000,43590
HEIMDAL,1997,9,0.00000,0.21931,0.03460,0.25391,0.00000,43590
HEIMDAL,1997,10,0.00000,0.17281,0.02733,0.20014,0.00000,43590
HEIMDAL,1997,11,0.00000,0.18861,0.02999,0.21859,0.00000,43590
HEIMDAL,1997,12,0.00000,0.20296,0.03220,0.23516,0.00000,43590
HEIMDAL,1998,1,0.00000,0.18689,0.02965,0.21653,0.00000,43590
HEIMDAL,1998,2,0.00000,0.16463,0.02623,0.19085,0.00000,43590
HEIMDAL,1998,3,0.00000,0.16605,0.02635,0.19240,0.00000,43590
HEIMDAL,1998,4,0.00000,0.11555,0.01843,0.13398,0.00000,43590
HEIMDAL,1998,5,0.00000,0.11137,0.01764,0.12901,0.00000,43590
HEIMDAL,1998,6,0.00000,0.11296,0.01795,0.13091,0.00000,43590
HEIMDAL,1998,7,0.00000,0.11364,0.01802,0.13166,0.00000,43590
HEIMDAL,1998,8,0.00000,0.04963,0.00803,0.05766,0.00000,43590
HEIMDAL,1998,9,0.00000,0.08999,0.01453,0.10452,0.00000,43590
HEIMDAL,1998,10,0.00000,0.10020,0.01636,0.11656,0.00000,43590
HEIMDAL,1998,11,0.00000,0.10591,0.01717,0.12308,0.00000,43590
HEIMDAL,1998,12,0.00000,0.10960,0.01783,0.12742,0.00000,43590
HEIMDAL,1999,1,0.00000,0.11792,0.01914,0.13707,0.00000,43590
HEIMDAL,1999,2,0.00000,0.09480,0.01540,0.11020,0.00000,43590
HEIMDAL,1999,3,0.00000,0.09611,0.01562,0.11173,0.00000,43590
HEIMDAL,1999,4,0.00000,0.10143,0.01644,0.11786,0.00000,43590
